timestamp,frame,track_id,class_id,class_name,confidence,x1,y1,x2,y2,cx,cy,foot_x,foot_y,age,missed,total_motion,static_frames,visible
2026-07-07 18:19:56,70,1,0,person,0.675743,237,468,495,900,366,684,366,900,71,0,171.268,2,1
2026-07-07 18:19:56,70,2,0,person,0.66496,1455,564,1716,900,1585,732,1585,900,71,0,223.765,5,1
2026-07-07 18:19:56,71,1,0,person,0.679338,240,468,495,900,367,684,367,900,72,0,172.268,3,1
2026-07-07 18:19:56,71,2,0,person,0.657771,1455,564,1716,900,1585,732,1585,900,72,0,223.765,6,1
2026-07-07 18:19:56,72,1,0,person,0.636205,237,468,495,900,366,684,366,900,73,0,173.268,4,1
2026-07-07 18:19:56,72,2,0,person,0.679338,1455,564,1716,900,1585,732,1585,900,73,0,223.765,7,1
2026-07-07 18:19:56,73,1,0,person,0.621828,240,468,498,900,369,684,369,900,74,0,176.268,1,1
2026-07-07 18:19:56,73,2,0,person,0.639799,1455,564,1716,900,1585,732,1585,900,74,0,223.765,8,1
2026-07-07 18:19:56,74,1,0,person,0.675743,240,468,498,900,369,684,369,900,75,0,176.268,2,1
2026-07-07 18:19:56,74,2,0,person,0.661366,1458,564,1716,903,1587,733,1587,903,75,0,226.001,5,1
2026-07-07 18:19:56,75,1,0,person,0.657771,237,468,498,900,367,684,367,900,76,0,178.268,0,1
2026-07-07 18:19:56,75,2,0,person,0.603856,1458,564,1713,903,1585,733,1585,903,76,0,228.001,2,1
2026-07-07 18:19:57,76,1,0,person,0.675743,240,468,495,900,367,684,367,900,77,0,178.268,1,1
2026-07-07 18:19:57,76,2,0,person,0.690121,1458,564,1716,903,1587,733,1587,903,77,0,230.001,0,1
2026-07-07 18:19:57,77,1,0,person,0.654177,240,468,495,900,367,684,367,900,78,0,178.268,2,1
2026-07-07 18:19:57,77,2,0,person,0.668554,1458,564,1713,900,1585,732,1585,900,78,0,232.237,0,1
2026-07-07 18:19:57,78,1,0,person,0.643394,240,468,495,900,367,684,367,900,79,0,178.268,3,1
2026-07-07 18:19:57,78,2,0,person,0.661366,1458,564,1716,903,1587,733,1587,903,79,0,234.473,0,1
2026-07-07 18:19:57,79,1,0,person,0.66496,237,468,495,900,366,684,366,900,80,0,179.268,4,1
2026-07-07 18:19:57,79,2,0,person,0.654177,1458,564,1713,903,1585,733,1585,903,80,0,236.473,0,1
2026-07-07 18:19:57,80,1,0,person,0.621828,240,468,495,900,367,684,367,900,81,0,180.268,5,1
2026-07-07 18:19:57,80,2,0,person,0.672149,1458,564,1713,903,1585,733,1585,903,81,0,236.473,1,1
2026-07-07 18:19:57,81,1,0,person,0.66496,240,468,495,900,367,684,367,900,82,0,180.268,6,1
2026-07-07 18:19:57,81,2,0,person,0.657771,1455,564,1713,903,1584,733,1584,903,82,0,237.473,2,1
2026-07-07 18:19:57,82,1,0,person,0.618233,240,468,498,903,369,685,369,903,83,0,182.504,3,1
2026-07-07 18:19:57,82,2,0,person,0.524779,1455,567,1764,903,1609,735,1609,903,83,0,262.553,0,1
2026-07-07 18:19:57,83,1,0,person,0.632611,240,468,498,903,369,685,369,903,84,0,182.504,4,1
2026-07-07 18:19:57,83,2,0,person,0.539157,1455,567,1767,903,1611,735,1611,903,84,0,264.553,0,1
2026-07-07 18:19:57,84,1,0,person,0.593073,246,468,498,897,372,682,372,897,85,0,186.747,1,1
2026-07-07 18:19:57,84,2,0,person,0.542751,1458,567,1764,903,1611,735,1611,903,85,0,264.553,1,1
2026-07-07 18:19:57,85,1,0,person,0.646988,240,468,498,900,369,684,369,900,86,0,190.353,0,1
2026-07-07 18:19:57,85,2,0,person,0.564317,1458,564,1725,900,1591,732,1591,900,86,0,284.777,0,1
2026-07-07 18:19:57,86,1,0,person,0.654177,237,468,498,903,367,685,367,903,87,0,192.589,0,1
2026-07-07 18:19:57,86,2,0,person,0.557129,1458,567,1767,903,1612,735,1612,903,87,0,305.99,0,1
2026-07-07 18:19:57,87,1,0,person,0.650583,240,468,498,900,369,684,369,900,88,0,194.825,0,1
2026-07-07 18:19:57,87,2,0,person,0.557129,1458,564,1722,900,1590,732,1590,900,88,0,328.193,0,1
2026-07-07 18:19:57,88,1,0,person,0.654177,240,468,498,903,369,685,369,903,89,0,195.825,1,1
2026-07-07 18:19:57,88,2,0,person,0.513996,1458,564,1719,903,1588,733,1588,903,89,0,330.429,0,1
2026-07-07 18:19:58,89,1,0,person,0.66496,243,468,498,903,370,685,370,903,90,0,196.825,2,1
2026-07-07 18:19:58,89,2,0,person,0.553534,1458,564,1719,900,1588,732,1588,900,90,0,331.429,1,1
2026-07-07 18:19:58,90,1,0,person,0.657771,240,468,498,903,369,685,369,903,91,0,197.825,3,1
2026-07-07 18:19:58,90,2,0,person,0.528374,1458,564,1719,903,1588,733,1588,903,91,0,332.429,2,1
2026-07-07 18:19:58,91,1,0,person,0.679338,240,468,498,903,369,685,369,903,92,0,197.825,4,1
2026-07-07 18:19:58,91,2,0,person,0.546346,1458,564,1719,900,1588,732,1588,900,92,0,333.429,3,1
2026-07-07 18:19:58,92,1,0,person,0.657771,237,468,498,903,367,685,367,903,93,0,199.825,1,1
2026-07-07 18:19:58,92,2,0,person,0.542751,1458,564,1719,903,1588,733,1588,903,93,0,334.429,4,1
2026-07-07 18:19:58,93,1,0,person,0.675743,240,468,498,903,369,685,369,903,94,0,201.825,0,1
2026-07-07 18:19:58,93,2,0,person,0.571506,1458,564,1716,900,1587,732,1587,900,94,0,335.844,5,1
2026-07-07 18:19:58,94,1,0,person,0.672149,240,468,498,903,369,685,369,903,95,0,201.825,1,1
2026-07-07 18:19:58,94,2,0,person,0.596667,1458,564,1716,903,1587,733,1587,903,95,0,336.844,6,1
2026-07-07 18:19:58,95,1,0,person,0.686526,240,468,495,903,367,685,367,903,96,0,203.825,0,1
2026-07-07 18:19:58,95,2,0,person,0.575101,1458,564,1719,900,1588,732,1588,900,96,0,338.258,7,1
2026-07-07 18:19:58,96,1,0,person,0.650583,246,468,498,900,372,684,372,900,97,0,208.924,0,1
2026-07-07 18:19:58,96,2,0,person,0.557129,1458,564,1719,900,1588,732,1588,900,97,0,338.258,8,1
2026-07-07 18:19:58,97,1,0,person,0.700904,240,468,498,903,369,685,369,903,98,0,212.086,0,1
2026-07-07 18:19:58,97,2,0,person,0.578695,1455,564,1725,900,1590,732,1590,900,98,0,340.258,5,1
2026-07-07 18:19:58,98,1,0,person,0.629016,240,468,495,903,367,685,367,903,99,0,214.086,0,1
2026-07-07 18:19:58,98,2,0,person,0.589478,1458,564,1719,900,1588,732,1588,900,99,0,342.258,2,1
2026-07-07 18:19:58,99,1,0,person,0.643394,246,468,498,900,372,684,372,900,100,0,219.185,0,1
2026-07-07 18:19:58,99,2,0,person,0.546346,1458,564,1719,900,1588,732,1588,900,100,0,342.258,3,1
2026-07-07 18:19:58,100,1,0,person,0.654177,240,468,498,903,369,685,369,903,101,0,222.347,0,1
2026-07-07 18:19:58,100,2,0,person,0.488836,1455,564,1725,900,1590,732,1590,900,101,0,344.258,0,1
2026-07-07 18:19:58,101,1,0,person,0.693715,240,468,495,903,367,685,367,903,102,0,224.347,0,1
2026-07-07 18:19:58,101,2,0,person,0.535562,1458,564,1725,900,1591,732,1591,900,102,0,345.258,1,1
2026-07-07 18:19:58,102,1,0,person,0.682932,240,468,495,903,367,685,367,903,103,0,224.347,1,1
2026-07-07 18:19:58,102,2,0,person,0.513996,1455,567,1764,903,1609,735,1609,903,103,0,363.506,0,1
2026-07-07 18:19:58,103,1,0,person,0.675743,240,468,498,903,369,685,369,903,104,0,226.347,0,1
2026-07-07 18:19:58,103,2,0,person,0.54994,1455,567,1767,903,1611,735,1611,903,104,0,365.506,0,1
2026-07-07 18:19:59,104,1,0,person,0.672149,240,468,498,903,369,685,369,903,105,0,226.347,1,1
2026-07-07 18:19:59,104,2,0,person,0.582289,1455,567,1770,903,1612,735,1612,903,105,0,366.506,1,1
2026-07-07 18:19:59,105,1,0,person,0.668554,240,468,495,903,367,685,367,903,106,0,228.347,0,1
2026-07-07 18:19:59,105,2,0,person,0.528374,1461,567,1761,897,1611,732,1611,897,106,0,369.668,0,1
2026-07-07 18:19:59,106,1,0,person,0.66496,246,468,498,900,372,684,372,900,107,0,233.446,0,1
2026-07-07 18:19:59,106,2,0,person,0.585884,1455,564,1770,903,1612,733,1612,903,107,0,371.083,1,1
2026-07-07 18:19:59,107,1,0,person,0.654177,240,468,498,903,369,685,369,903,108,0,236.609,0,1
2026-07-07 18:19:59,107,2,0,person,0.521185,1458,564,1722,900,1590,732,1590,900,108,0,393.105,0,1
2026-07-07 18:19:59,108,1,0,person,0.629016,237,468,495,900,366,684,366,900,109,0,239.771,0,1
2026-07-07 18:19:59,108,2,0,person,0.499619,1458,564,1716,897,1587,730,1587,897,109,0,396.711,0,1
2026-07-07 18:19:59,109,1,0,person,0.697309,237,468,495,900,366,684,366,900,110,0,239.771,1,1
2026-07-07 18:19:59,109,2,0,person,0.517591,1458,564,1713,897,1585,730,1585,897,110,0,398.711,0,1
2026-07-07 18:19:59,110,1,0,person,0.675743,237,468,495,900,366,684,366,900,111,0,239.771,2,1
2026-07-07 18:19:59,110,2,0,person,0.614639,1458,567,1713,894,1585,730,1585,894,111,0,398.711,1,1
2026-07-07 18:19:59,111,1,0,person,0.646988,237,468,495,900,366,684,366,900,112,0,239.771,3,1
2026-07-07 18:19:59,111,2,0,person,0.499619,1458,564,1713,894,1585,729,1585,894,112,0,399.711,2,1
2026-07-07 18:19:59,112,1,0,person,0.639799,237,471,498,900,367,685,367,900,113,0,241.185,4,1
2026-07-07 18:19:59,112,2,0,person,0.528374,1458,567,1713,894,1585,730,1585,894,113,0,400.711,3,1
2026-07-07 18:19:59,113,1,0,person,0.715281,240,471,495,903,367,687,367,903,114,0,243.185,1,1
2026-07-07 18:19:59,113,2,0,person,0.506807,1461,573,1725,894,1593,733,1593,894,114,0,409.255,0,1
2026-07-07 18:19:59,114,1,0,person,0.657771,237,471,495,900,366,685,366,900,115,0,245.421,0,1
2026-07-07 18:19:59,114,2,0,person,0.513996,1461,573,1737,894,1599,733,1599,894,115,0,415.255,0,1
2026-07-07 18:20:00,115,1,0,person,0.686526,237,471,495,900,366,685,366,900,116,0,245.421,1,1
2026-07-07 18:20:00,115,2,0,person,0.578695,1458,567,1713,897,1585,732,1585,897,116,0,429.291,0,1
2026-07-07 18:20:00,116,1,0,person,0.632611,237,474,495,900,366,687,366,900,117,0,247.421,0,1
2026-07-07 18:20:00,116,2,0,person,0.517591,1461,573,1731,894,1596,733,1596,894,117,0,440.336,0,1
2026-07-07 18:20:00,117,1,0,person,0.646988,234,471,495,900,364,685,364,900,118,0,250.25,0,1
2026-07-07 18:20:00,117,2,0,person,0.560723,1458,567,1716,900,1587,733,1587,900,118,0,449.336,0,1
2026-07-07 18:20:00,118,1,0,person,0.639799,237,471,495,900,366,685,366,900,119,0,252.25,0,1
2026-07-07 18:20:00,118,2,0,person,0.506807,1461,573,1728,891,1594,732,1594,891,119,0,456.407,0,1
2026-07-07 18:20:00,119,1,0,person,0.654177,240,474,495,900,367,687,367,900,120,0,254.486,0,1
2026-07-07 18:20:00,119,2,0,person,0.481647,1458,567,1716,900,1587,733,1587,900,120,0,463.478,0,1
2026-07-07 18:20:00,120,1,0,person,0.60745,237,474,498,900,367,687,367,900,121,0,254.486,1,1
2026-07-07 18:20:00,120,2,0,person,0.557129,1455,567,1713,897,1584,732,1584,897,121,0,466.64,0,1
2026-07-07 18:20:00,121,1,0,person,0.60745,246,474,498,897,372,685,372,897,122,0,259.871,0,1
2026-07-07 18:20:00,121,2,0,person,0.589478,1458,567,1713,897,1585,732,1585,897,122,0,467.64,1,1
2026-07-07 18:20:00,122,1,0,person,0.629016,237,474,495,900,366,687,366,900,123,0,266.195,0,1
2026-07-07 18:20:00,122,2,0,person,0.531968,1458,567,1716,897,1587,732,1587,897,123,0,469.64,0,1
2026-07-07 18:20:00,123,1,0,person,0.657771,237,471,495,900,366,685,366,900,124,0,268.195,0,1
